id	reasoning	on_target	sentiment_score
732	Reform described as a 'party built around one man' that will 'unravel' when people see the chaos of its English councils. Strongly negative. Assess target Reform.	1	-1.0
733	Reform described as 'rooted in discrimination and division', offering nothing for working class communities. Strongly negative. Assess target Reform.	1	-1.0
734	Reform described as something that can't be challenged simply by voting Labour — neutral analytical framing. Assess target Reform.	0	0.0
735	Plaid described as having Heledd Fychan accuse the FM of stubbornness and 'record of failure'. Plaid is the speaker. Assess target Plaid.	0	0.0
736	Plaid positively framed — calling for a child payment 'proven instrumental' in Scotland. Assess target Plaid.	1	0.5
737	Assess target Farage. Described as showing 'cowardice' by supporting the Senedd rather than abolishing it. Moderately negative.	1	-0.5
738	Reform described as having a stated position against abolishing the Senedd — neutral. Assess target Reform.	0	0.0
739	Reform described as representing 'the rich English establishment' — strongly negative. Assess target Reform.	1	-1.0
740	Reform described as representing 'vested interests' of the 'rich English establishment'. Strongly negative. Assess target Reform.	1	-1.0
741	Plaid positively framed — council agreed to a future-proofed school, Labour accused of 'making political capital out of autistic children'. Assess target Plaid.	1	0.5
742	Plaid positively framed — Labour's attack described as 'totally unjustifiable, misleading and unworthy'. Assess target Plaid.	1	0.5
743	Plaid described as forming part of a coalition providing 'weak opposition' — mildly negative. Assess target Plaid.	0	0.0
744	Reform described as having Tory councillors defect to it — neutral factual. Assess target Reform.	0	0.0
745	Reform described as having a councillor resign amid internal fallout over undisclosed membership — moderately negative. Assess target Reform.	1	-0.5
746	Reform described as being 'tainted by ex-Tories', breaking Farage's own promise — moderately negative. Assess target Reform.	1	-0.5
747	Assess target Farage. Described as having broken his own promise that Reform would 'not be a home for Conservatives'. Moderately negative.	1	-0.5
748	Reform described as a party that failed to 'inspire confidence' — member left disillusioned. Moderately negative. Assess target Reform.	1	-0.5
749	Reform described as dismissing a defector's criticism as 'sour grapes' — Reform is the speaker. Assess target Reform.	0	0.0
750	Reform described as having issued a response defending itself — Reform is the speaker. Assess target Reform.	0	0.0
751	Reform described as having a councillor rejecting a critic as 'desperately searching for re-election'. Reform is the speaker. Assess target Reform.	0	0.0
752	Reform described as comprising former Tories who 'went along with council managers for years' now claiming to want change — moderately negative for hypocrisy. Assess target Reform.	1	-0.5
753	Reform described as having placed flags near the Eisteddfod 'clearly to stir up division'. Strongly negative. Assess target Reform.	1	-1.0
754	Reform flags described as 'rags' used to 'taunt' Eisteddfod-goers. Strongly negative. Assess target Reform.	1	-1.0
755	Reform described as having 'hateful collaborators' pursuing 'cultural erasure'. Strongly negative. Assess target Reform.	1	-1.0
756	Assess target Farage. Described as leading a 'personality cult' that will 'escalate a campaign of cultural erasure'. Strongly negative.	1	-1.0
757	Reform described as having a notorious far-right convicted fraudster running its Swansea supporters network. Strongly negative. Assess target Reform.	1	-1.0
758	Reform described as having its supporters group run by a convicted fraudster alongside neo-fascists. Strongly negative. Assess target Reform.	1	-1.0
759	Reform described as having BNP organisers and a neo-Nazi Holocaust-denying group member involved in 'Wales needs Reform' stunts, while the party stayed silent. Strongly negative. Assess target Reform.	1	-1.0
760	Reform described as maintaining 'radio silence' when asked to disown far-right figures. Strongly negative. Assess target Reform.	1	-1.0
761	Reform described as having a local activist who is a member of a 'phoney supporters group' run by far-right figures. Strongly negative. Assess target Reform.	1	-1.0
762	Reform described as having neo-fascists and BNP organisers campaigning for it in Wales — strongly negative. Assess target Reform.	1	-1.0
763	Reform described as needing to issue a statement clarifying it doesn't want far-right individuals near it — strongly negative by implication. Assess target Reform.	1	-1.0
764	Reform described as not pro-actively denouncing a notorious far-right figure, with its support predicted to 'crumble'. Strongly negative. Assess target Reform.	1	-1.0
765	Reform described as blurredly connected to Tommy Robinson/Voice of Wales, with 'none of them having the interests of ordinary people at heart'. Strongly negative. Assess target Reform.	1	-1.0
766	Plaid described as part of a coalition that makes the prospect of 'dangerous economic times' more likely. Moderately negative. Assess target Plaid.	1	-0.5
767	Reform described as a potential winner in dangerous economic times — neutral/slightly negative framing. Assess target Reform.	0	0.0
768	Reform described as benefitting from Tory councillors defecting — neutral. Assess target Reform.	0	0.0
769	Reform described as benefitting from Labour's rightward shift — neutral analytical context. Assess target Reform.	0	0.0
770	Reform described as having suffered 'quite a humiliating defeat' coming last in a ward it was confident of winning — strongly negative. Assess target Reform.	1	-1.0
771	Reform described as having 'no substance behind their soundbites' and not offering solutions. Strongly negative. Assess target Reform.	1	-1.0
772	Plaid positively framed — 'hopeful vision', 'real change', 'positive message to the whole of Wales'. Assess target Plaid.	1	1.0
773	Plaid positively framed — 'only party taking its positive message to the whole of Wales'. Assess target Plaid.	1	1.0
774	Reform described as having misled Tory defectors who are 'glory hunters'. Moderately negative. Assess target Reform.	1	-0.5
775	Reform described as attracting a councillor who positively endorses it — Reform is the speaker. Assess target Reform.	0	0.0
776	Plaid is the speaker calling a defector 'desperate' — Plaid is acting, not being assessed. Assess target Plaid.	0	0.0
777	Plaid positively framed — 'only a Plaid government will build a fair, ambitious and prosperous nation'. Assess target Plaid.	1	1.0
778	Reform described as having a comms lead who endorsed a racist slur — strongly negative. Assess target Reform.	1	-1.0
779	Reform described as having 'no answers for Wales, just noise, division, and a vehicle for failed Conservative politicians'. Strongly negative. Assess target Reform.	1	-1.0
780	Reform described as having locals hoping it could 'offer change' — neutral/mildly positive framing from residents. Assess target Reform.	0	0.0
781	Reform branch chairman described as 'ignorant and arrogant' for making incorrect climate change claims. Strongly negative. Assess target Reform.	1	-1.0
782	Reform described as potentially becoming the biggest Senedd party, but its former Tory candidate is described as 'shocking'. Moderately negative. Assess target Reform.	1	-0.5
783	Assess target Iorwerth. He is positively framed — raising valid concerns about fair funding failures and 'fundamental injustice'. Assess target Iorwerth.	1	0.5
784	Plaid positively framed — calling out 'wilful neglect' by Westminster. Assess target Plaid.	1	0.5
785	Plaid accused of voting against the Welsh budget while 'failing to bring alternative plans'. Moderately negative. Assess target Plaid.	1	-0.5
